"","treatment","groupID","round","contribution","endowment","share","stock","gain","bot_active","disaster","EWE","noComprehension"
"894","Hi033","Hi033_46",4,19.25,47.5,0.404086543081743,29,-18.5,0,1,1,0
"895","Hi033","Hi033_46",5,17.75,29,0.614151305683564,38.25,9.25,0,0,1,0
"896","Hi033","Hi033_46",6,18.5,38.25,0.483597789518842,47.75,9.5,0,0,0,0
"897","Hi033","Hi033_46",7,17.75,47.75,0.368934674076718,57,9.25,0,0,0,0
"898","Hi033","Hi033_46",8,20.5,57,0.35970695970696,34,-23,0,1,1,0
"899","Hi033","Hi033_46",9,11,34,0.327676435406699,20.25,-13.75,0,1,1,0
"900","Hi033","Hi033_46",10,7,20.25,0.345289855072464,24.25,4,0,0,0,0
"901","Hi033","Hi033_47",1,13,20,0.65,27,7,0,0,0,1
"902","Hi033","Hi033_47",2,20.75,27,0.757600574712644,38.25,11.25,0,0,0,1
"903","Hi033","Hi033_47",3,21.5,38.25,0.560519515843873,49.75,11.5,0,0,0,1
"904","Hi033","Hi033_47",4,25.5,49.75,0.510279516061744,63.25,13.5,0,0,0,1
"905","Hi033","Hi033_47",5,35.25,63.25,0.559985913892706,81,17.75,0,0,0,1
"906","Hi033","Hi033_47",6,37,81,0.454482191387522,100,19,0,0,0,1
"907","Hi033","Hi033_47",7,40.5,100,0.399420024420024,60.5,-39.5,0,1,1,1
"908","Hi033","Hi033_47",8,21.75,60.5,0.358995829970406,71.75,11.25,0,0,0,1
"909","Hi033","Hi033_47",9,20.25,71.75,0.281262411485014,41.25,-30.5,0,1,1,1
"910","Hi033","Hi033_47",10,12.5,41.25,0.303724140295326,24,-17.25,0,1,1,1
"911","Hi033","Hi033_48",1,15.25,20,0.7625,27.75,7.75,0,0,0,1
"912","Hi033","Hi033_48",2,14.5,27.75,0.523478835978836,35.25,7.5,0,0,0,1
"913","Hi033","Hi033_48",3,21.25,35.25,0.603932057057057,46,10.75,0,0,1,1
"914","Hi033","Hi033_48",4,25.75,46,0.550626524194583,59.25,13.25,0,0,1,1
"915","Hi033","Hi033_48",5,30.25,59.25,0.519751293903836,75,15.75,0,0,0,1
"916","Hi033","Hi033_48",6,34.25,75,0.458155311603587,92.75,17.75,0,0,0,1
"917","Hi033","Hi033_48",7,46,92.75,0.496655652230987,115.75,23,0,0,0,1
"918","Hi033","Hi033_48",8,39.75,115.75,0.347641752193274,68.5,-47.25,0,1,1,1
"919","Hi033","Hi033_48",9,26,68.5,0.383441634829037,41,-27.5,0,1,1,1
"920","Hi033","Hi033_48",10,13.75,41,0.332993099482461,48.25,7.25,0,0,0,1
"921","Hi033","Hi033_49",1,14,20,0.7,27,7,0,0,0,0
"922","Hi033","Hi033_49",2,18.25,27,0.678846153846154,36.75,9.75,0,0,0,0
"923","Hi033","Hi033_49",3,24,36.75,0.653670058139535,48.75,12,0,0,0,0
"924","Hi033","Hi033_49",4,31.25,48.75,0.638514150135334,64.5,15.75,0,0,1,0
"925","Hi033","Hi033_49",5,36.75,64.5,0.571110131808133,83.75,19.25,0,0,0,0
"926","Hi033","Hi033_49",6,33,83.75,0.394029408374227,100.75,17,0,0,0,0
"927","Hi033","Hi033_49",7,39,100.75,0.38780396527516,120.75,20,0,0,0,0
"928","Hi033","Hi033_49",8,46,120.75,0.382837450588234,72,-48.75,0,1,1,0
"929","Hi033","Hi033_49",9,26,72,0.367248432444511,85,13,0,0,0,0
"930","Hi033","Hi033_49",10,25.5,85,0.297949704911483,98.5,13.5,0,0,0,0
"931","Hi033","Hi033_5",1,14.25,20,0.7125,27.75,7.75,0,0,0,1
"932","Hi033","Hi033_5",2,17.25,27.75,0.611133738341747,36.5,8.75,0,0,0,1
"933","Hi033","Hi033_5",3,21,36.5,0.579121517027864,47.5,11,0,0,1,1
"934","Hi033","Hi033_5",4,28.25,47.5,0.597052543144187,62.25,14.75,0,0,0,1
"935","Hi033","Hi033_5",5,31.5,62.25,0.502457541861338,78.75,16.5,0,0,0,1
"936","Hi033","Hi033_5",6,34.5,78.75,0.43587005100163,48.5,-30.25,0,1,1,1
"937","Hi033","Hi033_5",7,21,48.5,0.434948979591837,59.5,11,0,0,0,1
"938","Hi033","Hi033_5",8,25.25,59.5,0.42511961722488,72.25,12.75,0,0,0,1
"939","Hi033","Hi033_5",9,27.25,72.25,0.374468193645334,86,13.75,0,0,0,1
"940","Hi033","Hi033_5",10,26.5,86,0.309332038596703,99.5,13.5,0,0,0,1
"941","Hi033","Hi033_50",1,12,20,0.6,26,6,0,0,0,1
"942","Hi033","Hi033_50",2,16.25,26,0.61692789968652,34.75,8.75,0,0,0,1
"943","Hi033","Hi033_50",3,21.75,34.75,0.615291835357625,46,11.25,0,0,0,1
"944","Hi033","Hi033_50",4,22,46,0.480378787878788,28.75,-17.25,0,1,1,1
"945","Hi033","Hi033_50",5,14.75,28.75,0.512188349285123,37,8.25,0,0,1,1
"946","Hi033","Hi033_50",6,18.5,37,0.4996336996337,46.5,9.5,0,0,0,1
"947","Hi033","Hi033_50",7,20.75,46.5,0.450083178507296,57.75,11.25,0,0,0,1
"948","Hi033","Hi033_50",8,24.25,57.75,0.417725503663004,35.5,-22.25,0,1,1,1
"949","Hi033","Hi033_50",9,12.5,35.5,0.353814683768244,42,6.5,0,0,0,1
"950","Hi033","Hi033_50",10,10.5,42,0.249833898371132,24,-18,0,1,1,1
"951","Hi033","Hi033_51",1,15,20,0.75,28,8,0,0,0,0
"952","Hi033","Hi033_51",2,18.75,28,0.668543956043956,38.25,10.25,0,0,0,0
"953","Hi033","Hi033_51",3,24,38.25,0.622495818259618,50.25,12,0,0,1,0
"954","Hi033","Hi033_51",4,28.75,50.25,0.574838920591162,65.5,15.25,0,0,0,0
"955","Hi033","Hi033_51",5,31.5,65.5,0.483558987415246,82,16.5,0,0,0,0
"956","Hi033","Hi033_51",6,40.75,82,0.500654110929066,103.25,21.25,0,0,0,0
"957","Hi033","Hi033_51",7,40.25,103.25,0.386635891368276,62.25,-41,0,1,1,0
"958","Hi033","Hi033_51",8,24.5,62.25,0.392678203023031,74.75,12.5,0,0,0,0
"959","Hi033","Hi033_51",9,26.5,74.75,0.355091991341991,88.25,13.5,0,0,0,0
"960","Hi033","Hi033_51",10,26,88.25,0.29052042784127,51,-37.25,0,1,1,0
"961","Hi033","Hi033_6",1,14.25,20,0.7125,27.75,7.75,0,0,0,0
"962","Hi033","Hi033_6",2,15,27.75,0.53990638990639,35.75,8,0,0,0,0
"963","Hi033","Hi033_6",3,21.25,35.75,0.59920814479638,46.5,10.75,0,0,1,0
"964","Hi033","Hi033_6",4,21.5,46.5,0.460955918270544,58,11.5,0,0,0,0
"965","Hi033","Hi033_6",5,33.25,58,0.570760707005658,74.75,16.75,0,0,0,0
"966","Hi033","Hi033_6",6,38.25,74.75,0.512374320523055,94.5,19.75,0,0,1,0
"967","Hi033","Hi033_6",7,42,94.5,0.444599862254334,115.5,21,0,0,0,0
"968","Hi033","Hi033_6",8,44.75,115.5,0.3859956178138,138.75,23.25,0,0,0,0
"969","Hi033","Hi033_6",9,50.5,138.75,0.364398408520689,82.25,-56.5,0,1,1,0
"970","Hi033","Hi033_6",10,24,82.25,0.293084106984969,94.25,12,0,0,0,0
"971","Hi033","Hi033_7",1,14,20,0.7,27,7,0,0,0,0
"972","Hi033","Hi033_7",2,14.75,27,0.554361413043478,35.25,8.25,0,0,0,0
"973","Hi033","Hi033_7",3,19.75,35.25,0.557516891891892,45.5,10.25,0,0,1,0
"974","Hi033","Hi033_7",4,24.5,45.5,0.536561264822134,58,12.5,0,0,0,0
"975","Hi033","Hi033_7",5,29.5,58,0.514219114219114,73.5,15.5,0,0,1,0
"976","Hi033","Hi033_7",6,37,73.5,0.49947030045104,92.5,19,0,0,0,0
"977","Hi033","Hi033_7",7,44.5,92.5,0.482098261557302,115,22.5,0,0,0,0
"978","Hi033","Hi033_7",8,46.75,115,0.405033145137598,139.25,24.25,0,0,0,0
"979","Hi033","Hi033_7",9,42.25,139.25,0.302145425550551,161,21.75,0,0,0,0
"980","Hi033","Hi033_7",10,44.25,161,0.277827859198672,92,-69,0,1,1,0
"981","Hi033","Hi033_8",1,11.75,20,0.5875,26.25,6.25,0,0,0,0
"982","Hi033","Hi033_8",2,18.5,26.25,0.707130809595202,35.75,9.5,0,0,0,0
"983","Hi033","Hi033_8",3,22.75,35.75,0.632231362070072,48,12.25,0,0,0,0
"984","Hi033","Hi033_8",4,25.5,48,0.528191230664903,61.5,13.5,0,0,1,0
"985","Hi033","Hi033_8",5,31.5,61.5,0.513073919426007,78,16.5,0,0,1,0
"986","Hi033","Hi033_8",6,45.75,78,0.588324939709112,101.25,23.25,0,0,0,0
"987","Hi033","Hi033_8",7,43.75,101.25,0.434553045116197,123.5,22.25,0,0,0,0
"988","Hi033","Hi033_8",8,54.25,123.5,0.435071686028384,151.25,27.75,0,0,0,0
"989","Hi033","Hi033_8",9,59.5,151.25,0.3931038647343,181.75,30.5,0,0,0,0
"990","Hi033","Hi033_8",10,51.5,181.75,0.282948476848595,104.25,-77.5,0,1,1,0
"991","Hi033","Hi033_9",1,14.25,20,0.7125,27.75,7.75,0,0,0,0
"992","Hi033","Hi033_9",2,14.75,27.75,0.529670846394984,36,8.25,0,0,0,0
"993","Hi033","Hi033_9",3,22,36,0.620766185990419,47,11,0,0,0,0
"994","Hi033","Hi033_9",4,20.25,47,0.430483013363448,57.75,10.75,0,0,0,0
"995","Hi033","Hi033_9",5,28.5,57.75,0.500876078667905,72.25,14.5,0,0,0,0
"996","Hi033","Hi033_9",6,35.75,72.25,0.496426437958696,90.5,18.25,0,0,0,0
"997","Hi033","Hi033_9",7,37.5,90.5,0.409897306815029,110,19.5,0,0,0,0
"998","Hi033","Hi033_9",8,43,110,0.390877070177529,66.5,-43.5,0,1,1,0
"999","Hi033","Hi033_9",9,23,66.5,0.34652981427175,78.5,12,0,0,0,0
"1000","Hi033","Hi033_9",10,20.5,78.5,0.262511137511138,45,-33.5,0,1,1,0
"1001","Lo000","Lo000_10",1,8.75,20,0.4375,25.25,5.25,0,0,0,1
"1002","Lo000","Lo000_10",2,12,25.25,0.473595848595849,31.25,6,0,0,0,1
"1003","Lo000","Lo000_10",3,13,31.25,0.419588122605364,38.25,7,0,0,0,1
"1004","Lo000","Lo000_10",4,15.75,38.25,0.415182071474821,46.5,8.25,0,0,0,1
"1005","Lo000","Lo000_10",5,16,46.5,0.343675346392738,54.5,8,0,0,0,1
"1006","Lo000","Lo000_10",6,20.25,54.5,0.369662363455809,65.25,10.75,0,0,0,1
"1007","Lo000","Lo000_10",7,22,65.25,0.338006780998852,76.25,11,0,0,0,1
"1008","Lo000","Lo000_10",8,17.75,76.25,0.233458815958816,85.5,9.25,0,0,0,1
"1009","Lo000","Lo000_10",9,22,85.5,0.257184984226738,96.5,11,0,0,0,1
"1010","Lo000","Lo000_10",10,18.75,96.5,0.195724794136427,106.75,10.25,0,0,0,1
"1011","Lo000","Lo000_11",1,11.5,20,0.575,26.5,6.5,0,0,0,1
"1012","Lo000","Lo000_11",2,12,26.5,0.452635327635328,32.5,6,0,0,0,1
"1013","Lo000","Lo000_11",3,16.25,32.5,0.498268398268398,41.25,8.75,0,0,0,1
"1014","Lo000","Lo000_11",4,17.75,41.25,0.431177409988386,50.5,9.25,0,0,0,1
"1015","Lo000","Lo000_11",5,19.25,50.5,0.381752372001432,60.25,9.75,0,0,0,1
"1016","Lo000","Lo000_11",6,21.5,60.25,0.355204418046527,71.75,11.5,0,0,0,1
"1017","Lo000","Lo000_11",7,26.25,71.75,0.365511913932858,85.5,13.75,0,0,0,1
"1018","Lo000","Lo000_11",8,24.75,85.5,0.289612245315579,98.75,13.25,0,0,0,1
"1019","Lo000","Lo000_11",9,23.5,98.75,0.238048245614035,111.25,12.5,0,0,0,1
"1020","Lo000","Lo000_11",10,20,111.25,0.181004140396155,121.25,10,0,0,0,1
"1021","Lo000","Lo000_12",1,9,20,0.45,25,5,0,0,0,0
"1022","Lo000","Lo000_12",2,11.5,25,0.460234113712375,31.5,6.5,0,0,0,0
"1023","Lo000","Lo000_12",3,13,31.5,0.415890672175433,38.5,7,0,0,0,0
"1024","Lo000","Lo000_12",4,13.5,38.5,0.352220769983928,46,7.5,0,0,0,0
"1025","Lo000","Lo000_12",5,17.75,46,0.383589720448546,55.25,9.25,0,0,0,0
"1026","Lo000","Lo000_12",6,18,55.25,0.327985635626332,64.25,9,0,0,0,0
"1027","Lo000","Lo000_12",7,22.5,64.25,0.347786813990718,75.75,11.5,0,0,0,0
"1028","Lo000","Lo000_12",8,18,75.75,0.237501094211621,84.75,9,0,0,0,0
"1029","Lo000","Lo000_12",9,18,84.75,0.212527400985611,93.75,9,0,0,0,0
"1030","Lo000","Lo000_12",10,21.5,93.75,0.229390363864158,105.25,11.5,0,0,0,0
"1031","Lo000","Lo000_13",1,9,20,0.45,25,5,0,0,0,0
"1032","Lo000","Lo000_13",2,10.5,25,0.421018518518519,30.5,5.5,0,0,0,0
"1033","Lo000","Lo000_13",3,10.75,30.5,0.355769230769231,36.75,6.25,0,0,0,0
"1034","Lo000","Lo000_13",4,13.5,36.75,0.373094248094248,44.25,7.5,0,0,0,0
"1035","Lo000","Lo000_13",5,15.75,44.25,0.351515490645925,52.5,8.25,0,0,0,0
"1036","Lo000","Lo000_13",6,17.5,52.5,0.331717032967033,62,9.5,0,0,0,0
"1037","Lo000","Lo000_13",7,21,62,0.337847970819943,73,11,0,0,0,0
"1038","Lo000","Lo000_13",8,22.25,73,0.304119024408407,84.75,11.75,0,0,0,0
"1039","Lo000","Lo000_13",9,19.25,84.75,0.227473027002042,94.5,9.75,0,0,0,0
"1040","Lo000","Lo000_13",10,23,94.5,0.243159994318196,106.5,12,0,0,0,0
"1041","Lo000","Lo000_14",1,9.75,20,0.4875,25.25,5.25,0,0,0,0
"1042","Lo000","Lo000_14",2,11,25.25,0.437445254021341,31.25,6,0,0,0,0
"1043","Lo000","Lo000_14",3,14.25,31.25,0.452115987460815,39,7.75,0,0,0,0
"1044","Lo000","Lo000_14",4,12.25,39,0.313502526917161,45.75,6.75,0,0,0,0
"1045","Lo000","Lo000_14",5,16.75,45.75,0.36697397191153,55,9.25,0,0,0,0
"1046","Lo000","Lo000_14",6,19.5,55,0.354240096848456,65.5,10.5,0,0,0,0
"1047","Lo000","Lo000_14",7,18.5,65.5,0.281178273985179,75,9.5,0,0,0,0
"1048","Lo000","Lo000_14",8,21.75,75,0.28994708994709,86.25,11.25,0,0,0,0
"1049","Lo000","Lo000_14",9,18.5,86.25,0.21385039418576,95.75,9.5,0,0,0,0
"1050","Lo000","Lo000_14",10,18.5,95.75,0.193550503978666,105.25,9.5,0,0,0,0
"1051","Lo000","Lo000_15",1,10.5,20,0.525,25.5,5.5,0,0,0,1
"1052","Lo000","Lo000_15",2,13.25,25.5,0.520078347578348,32.25,6.75,0,0,0,1
"1053","Lo000","Lo000_15",3,11.25,32.25,0.348576760249554,38,5.75,0,0,0,1
"1054","Lo000","Lo000_15",4,14,38,0.369529590566176,45,7,0,0,0,1
"1055","Lo000","Lo000_15",5,18,45,0.405079051383399,54,9,0,0,0,1
"1056","Lo000","Lo000_15",6,17.5,54,0.327275132275132,63.5,9.5,0,0,0,1
"1057","Lo000","Lo000_15",7,17.5,63.5,0.275856782106782,73,9.5,0,0,0,1
"1058","Lo000","Lo000_15",8,23,73,0.31604421735917,85,12,0,0,0,1
"1059","Lo000","Lo000_15",9,21,85,0.247595880594064,96,11,0,0,0,1
"1060","Lo000","Lo000_15",10,19.5,96,0.200920103661477,106.5,10.5,0,0,0,1
"1061","Lo000","Lo000_16",1,9.75,20,0.4875,25.25,5.25,0,0,0,0
"1062","Lo000","Lo000_16",2,11.5,25.25,0.45710076960077,31.75,6.5,0,0,0,0
"1063","Lo000","Lo000_16",3,11.75,31.75,0.372475603144484,38,6.25,0,0,0,0
"1064","Lo000","Lo000_16",4,14.75,38,0.392846736596737,46.25,8.25,0,0,0,0
"1065","Lo000","Lo000_16",5,16.75,46.25,0.355358734402852,55.5,9.25,0,0,0,0
"1066","Lo000","Lo000_16",6,16.25,55.5,0.292138648388648,64.25,8.75,0,0,0,0
"1067","Lo000","Lo000_16",7,22.25,64.25,0.347194038600289,76,11.75,0,0,0,0
"1068","Lo000","Lo000_16",8,20.5,76,0.267793446074613,86.5,10.5,0,0,0,0
"1069","Lo000","Lo000_16",9,19.5,86.5,0.225693395751535,97,10.5,0,0,0,0
"1070","Lo000","Lo000_16",10,21.75,97,0.223137909511021,108.25,11.25,0,0,0,0
"1071","Lo000","Lo000_17",1,11.75,20,0.5875,26.25,6.25,0,0,0,0
"1072","Lo000","Lo000_17",2,13,26.25,0.496031746031746,33.25,7,0,0,0,0
"1073","Lo000","Lo000_17",3,15,33.25,0.448898376554923,41.25,8,0,0,0,0
"1074","Lo000","Lo000_17",4,16.75,41.25,0.406776556776557,50.5,9.25,0,0,0,0
"1075","Lo000","Lo000_17",5,20.75,50.5,0.411055532517797,61.75,11.25,0,0,0,0
"1076","Lo000","Lo000_17",6,20.5,61.75,0.332277694982613,72.25,10.5,0,0,0,0
"1077","Lo000","Lo000_17",7,21.5,72.25,0.297201174160687,83.75,11.5,0,0,0,0
"1078","Lo000","Lo000_17",8,24.5,83.75,0.291561224614482,96.25,12.5,0,0,0,0
"1079","Lo000","Lo000_17",9,25,96.25,0.260536627166832,109.25,13,0,0,0,0
"1080","Lo000","Lo000_17",10,20.75,109.25,0.190968818391666,120.5,11.25,0,0,0,0
"1081","Lo000","Lo000_18",1,11,20,0.55,26,6,0,0,0,0
"1082","Lo000","Lo000_18",2,10.75,26,0.41292735042735,32.25,6.25,0,0,0,0
"1083","Lo000","Lo000_18",3,17,32.25,0.527340290955092,41.25,9,0,0,0,0
"1084","Lo000","Lo000_18",4,17,41.25,0.412545787545788,50.25,9,0,0,0,0
"1085","Lo000","Lo000_18",5,21.75,50.25,0.43188136103498,61.5,11.25,0,0,0,0
"1086","Lo000","Lo000_18",6,19,61.5,0.307970457650273,71.5,10,0,0,0,0
"1087","Lo000","Lo000_18",7,18.25,71.5,0.255076647097195,81.25,9.75,0,0,0,0
"1088","Lo000","Lo000_18",8,24.75,81.25,0.304233396351083,94.5,13.25,0,0,0,0
"1089","Lo000","Lo000_18",9,20.75,94.5,0.219674059139785,105.75,11.25,0,0,0,0
"1090","Lo000","Lo000_18",10,23.75,105.75,0.223899957649958,118,12.25,0,0,0,0
"1091","Lo000","Lo000_19",1,9.5,20,0.475,25.5,5.5,0,0,0,1
"1092","Lo000","Lo000_19",2,10.5,25.5,0.409499367379802,31,5.5,0,0,0,1
"1093","Lo000","Lo000_19",3,14.5,31,0.465893817204301,38.5,7.5,0,0,0,1
"1094","Lo000","Lo000_19",4,16,38.5,0.419246031746032,46.5,8,0,0,0,1
"1095","Lo000","Lo000_19",5,17.25,46.5,0.372279367918903,55.25,8.75,0,0,0,1
"1096","Lo000","Lo000_19",6,16.25,55.25,0.2944382737498,64,8.75,0,0,0,1
"1097","Lo000","Lo000_19",7,20,64,0.308773606959574,74,10,0,0,0,1
"1098","Lo000","Lo000_19",8,24,74,0.324158255227109,86,12,0,0,0,1
"1099","Lo000","Lo000_19",9,19.5,86,0.226385907027388,96.5,10.5,0,0,0,1
"1100","Lo000","Lo000_19",10,21.5,96.5,0.223377812881055,108,11.5,0,0,0,1
"1101","Lo000","Lo000_2",1,9.5,20,0.475,25.5,5.5,0,0,0,0
"1102","Lo000","Lo000_2",2,10.75,25.5,0.427132034632035,31.75,6.25,0,0,0,0
"1103","Lo000","Lo000_2",3,14.5,31.75,0.460337548480931,39.25,7.5,0,0,0,0
"1104","Lo000","Lo000_2",4,15.25,39.25,0.389958263073107,47,7.75,0,0,0,0
"1105","Lo000","Lo000_2",5,14.75,47,0.314670542635659,55.25,8.25,0,0,0,0
"1106","Lo000","Lo000_2",6,17.5,55.25,0.314414403138597,64.75,9.5,0,0,0,0
"1107","Lo000","Lo000_2",7,21,64.75,0.323605278326746,75.75,11,0,0,0,0
"1108","Lo000","Lo000_2",8,23.5,75.75,0.310518399618075,88.25,12.5,0,0,0,0
"1109","Lo000","Lo000_2",9,19.25,88.25,0.219171787768418,98,9.75,0,0,0,0
"1110","Lo000","Lo000_2",10,19,98,0.1928185153421,108,10,0,0,0,0
"1111","Lo000","Lo000_20",1,10.5,20,0.525,25.5,5.5,0,0,0,1
"1112","Lo000","Lo000_20",2,10.5,25.5,0.412692307692308,31,5.5,0,0,0,1
"1113","Lo000","Lo000_20",3,13,31,0.42102762539185,38,7,0,0,0,1
"1114","Lo000","Lo000_20",4,11.75,38,0.309277681228901,44.25,6.25,0,0,0,1
"1115","Lo000","Lo000_20",5,16.5,44.25,0.375389402787172,52.75,8.5,0,0,0,1
"1116","Lo000","Lo000_20",6,16.5,52.75,0.310244337595961,61.25,8.5,0,0,0,1
"1117","Lo000","Lo000_20",7,19.75,61.25,0.322836739284108,71.5,10.25,0,0,0,1
"1118","Lo000","Lo000_20",8,20.25,71.5,0.285075184126745,82.25,10.75,0,0,0,1
"1119","Lo000","Lo000_20",9,19.5,82.25,0.239931051256834,92.75,10.5,0,0,0,1
"1120","Lo000","Lo000_20",10,19.75,92.75,0.213554229885758,103,10.25,0,0,0,1
"1121","Lo000","Lo000_21",1,8.75,20,0.4375,25.25,5.25,0,0,0,0
"1122","Lo000","Lo000_21",2,11,25.25,0.436431623931624,31.25,6,0,0,0,0
"1123","Lo000","Lo000_21",3,13.25,31.25,0.425391112178515,38,6.75,0,0,0,0
"1124","Lo000","Lo000_21",4,15.25,38,0.399403797264931,45.75,7.75,0,0,0,0
"1125","Lo000","Lo000_21",5,17.25,45.75,0.375643415438302,54.5,8.75,0,0,0,0
"1126","Lo000","Lo000_21",6,17.25,54.5,0.315799199796878,63.25,8.75,0,0,0,0
"1127","Lo000","Lo000_21",7,22.75,63.25,0.360587879219484,75.5,12.25,0,0,0,0
"1128","Lo000","Lo000_21",8,22.75,75.5,0.299292358029455,87.75,12.25,0,0,0,0
"1129","Lo000","Lo000_21",9,21,87.75,0.240297629179475,98.75,11,0,0,0,0
"1130","Lo000","Lo000_21",10,20.5,98.75,0.207364792882896,109.25,10.5,0,0,0,0
"1131","Lo000","Lo000_22",1,10.75,20,0.5375,26.25,6.25,0,0,0,1
"1132","Lo000","Lo000_22",2,10.25,26.25,0.39297619047619,32,5.75,0,0,0,1
"1133","Lo000","Lo000_22",3,13.25,32,0.416954073295985,38.75,6.75,0,0,0,1
"1134","Lo000","Lo000_22",4,14.75,38.75,0.378153340217294,47,8.25,0,0,0,1
"1135","Lo000","Lo000_22",5,20.25,47,0.431493794326241,57.75,10.75,0,0,0,1
"1136","Lo000","Lo000_22",6,19.25,57.75,0.334304036606668,67.5,9.75,0,0,0,1
"1137","Lo000","Lo000_22",7,25.5,67.5,0.377536338560714,81,13.5,0,0,0,1
"1138","Lo000","Lo000_22",8,25.75,81,0.318737791061103,94.25,13.25,0,0,0,1
"1139","Lo000","Lo000_22",9,22,94.25,0.233779381317744,105.25,11,0,0,0,1
"1140","Lo000","Lo000_22",10,22.5,105.25,0.21277226486925,116.75,11.5,0,0,0,1
"1141","Lo000","Lo000_23",1,11.75,20,0.5875,26.25,6.25,0,0,0,0
"1142","Lo000","Lo000_23",2,13.25,26.25,0.505039682539683,33,6.75,0,0,0,0
"1143","Lo000","Lo000_23",3,13.25,33,0.401207931853093,39.75,6.75,0,0,0,0
"1144","Lo000","Lo000_23",4,14.5,39.75,0.362731950409205,47.25,7.5,0,0,0,0
"1145","Lo000","Lo000_23",5,15.75,47.25,0.33221435793731,55.5,8.25,0,0,0,0
"1146","Lo000","Lo000_23",6,20.75,55.5,0.372528248587571,66.75,11.25,0,0,0,0
"1147","Lo000","Lo000_23",7,19.25,66.75,0.287652999208503,76.5,9.75,0,0,0,0
"1148","Lo000","Lo000_23",8,19.5,76.5,0.255502972608236,87,10.5,0,0,0,0
"1149","Lo000","Lo000_23",9,19,87,0.218919690033922,97,10,0,0,0,0
"1150","Lo000","Lo000_23",10,19,97,0.196064955191699,107,10,0,0,0,0
"1151","Lo000","Lo000_24",1,9.25,20,0.4625,24.75,4.75,0,0,0,0
"1152","Lo000","Lo000_24",2,10.25,24.75,0.419925523349436,30.5,5.75,0,0,0,0
"1153","Lo000","Lo000_24",3,14,30.5,0.456421356421356,37.5,7,0,0,0,0
"1154","Lo000","Lo000_24",4,14,37.5,0.369714662397589,44.5,7,0,0,0,0
"1155","Lo000","Lo000_24",5,15,44.5,0.33614526046676,52.5,8,0,0,0,0
"1156","Lo000","Lo000_24",6,15.25,52.5,0.289460784313725,60.25,7.75,0,0,0,0
"1157","Lo000","Lo000_24",7,19.5,60.25,0.322426633721743,70.75,10.5,0,0,0,0
"1158","Lo000","Lo000_24",8,20.25,70.75,0.286854482710297,81.5,10.75,0,0,0,0
"1159","Lo000","Lo000_24",9,18.75,81.5,0.231437083574937,91.75,10.25,0,0,0,0
"1160","Lo000","Lo000_24",10,21.5,91.75,0.232437894320505,103.25,11.5,0,0,0,0
"1161","Lo000","Lo000_25",1,9.75,20,0.4875,25.25,5.25,0,0,0,0
"1162","Lo000","Lo000_25",2,11.25,25.25,0.432418125352908,31,5.75,0,0,0,0
"1163","Lo000","Lo000_25",3,13.75,31,0.441554009926855,38.25,7.25,0,0,0,0
"1164","Lo000","Lo000_25",4,16.5,38.25,0.433370909339346,46.75,8.5,0,0,0,0
"1165","Lo000","Lo000_25",5,17.5,46.75,0.378725236864772,56.25,9.5,0,0,0,0
"1166","Lo000","Lo000_25",6,17.75,56.25,0.313710826210826,65.5,9.25,0,0,0,0
"1167","Lo000","Lo000_25",7,19,65.5,0.288280748475365,75.5,10,0,0,0,0
"1168","Lo000","Lo000_25",8,18.75,75.5,0.248420175130701,85.75,10.25,0,0,0,0
"1169","Lo000","Lo000_25",9,18.5,85.75,0.215905110391779,95.25,9.5,0,0,0,0
"1170","Lo000","Lo000_25",10,19.5,95.25,0.205581700907788,105.75,10.5,0,0,0,0
"1171","Lo000","Lo000_26",1,11,20,0.55,26,6,0,0,0,1
"1172","Lo000","Lo000_26",2,13.5,26,0.520689655172414,33.5,7.5,0,0,0,1
"1173","Lo000","Lo000_26",3,14.5,33.5,0.431739267676768,41,7.5,0,0,0,1
"1174","Lo000","Lo000_26",4,16.25,41,0.397982128469933,49.75,8.75,0,0,0,1
"1175","Lo000","Lo000_26",5,18.75,49.75,0.376139817629179,60,10.25,0,0,0,1
"1176","Lo000","Lo000_26",6,17.5,60,0.292305622814097,69.5,9.5,0,0,0,1
"1177","Lo000","Lo000_26",7,23.75,69.5,0.340040392505181,81.75,12.25,0,0,0,1
"1178","Lo000","Lo000_26",8,21,81.75,0.256785982251197,92.75,11,0,0,0,1
"1179","Lo000","Lo000_26",9,21.5,92.75,0.230652748660989,104.25,11.5,0,0,0,1
"1180","Lo000","Lo000_26",10,23,104.25,0.220660852092891,116.25,12,0,0,0,1
"1181","Lo000","Lo000_27",1,11,20,0.55,26,6,0,0,0,0
"1182","Lo000","Lo000_27",2,9.75,26,0.377490053050398,31.25,5.25,0,0,0,0
"1183","Lo000","Lo000_27",3,15.5,31.25,0.495419513745431,39.75,8.5,0,0,0,0
"1184","Lo000","Lo000_27",4,15.25,39.75,0.384509419974536,47.5,7.75,0,0,0,0
"1185","Lo000","Lo000_27",5,17.25,47.5,0.364466735310725,56.25,8.75,0,0,0,0
"1186","Lo000","Lo000_27",6,20.5,56.25,0.363029592868303,66.75,10.5,0,0,0,0
"1187","Lo000","Lo000_27",7,23.5,66.75,0.352152206329211,79.25,12.5,0,0,0,0
"1188","Lo000","Lo000_27",8,22.25,79.25,0.282092367497278,91,11.75,0,0,0,0
